title,company,location,country,seniority_level,employment_type,job_function,industries,مستوى الأقدمية,نوع التوظيف,المهام الوظيفية,المجالات,average_salary,work_model,mentions_sql,mentions_python,mentions_r,mentions_excel,mentions_tableau,mentions_power bi,mentions_aws,mentions_azure,mentions_gcp,mentions_spark,mentions_sas
Junior Data Analyst,Infosys,"Hartford, CT",USA,Associate,Full-time,Information Technology,IT Services and IT Consulting,,,,,,Hybrid,True,False,False,True,False,False,True,False,False,False,False
Data Analyst,Clutch,Greater Sacramento,USA,Mid-Senior level,Contract,Information Technology,Business Consulting and Services,,,,,55.0,Hybrid,False,False,False,False,True,True,False,True,False,False,False
Data Analyst,Alan Gray LLC,"Boston, MA",USA,Entry level,Full-time,Information Technology,Insurance,,,,,,Hybrid,True,False,False,True,False,False,False,False,False,False,False
Data Analyst,"The Randy Neuringer Co., LLC.",New York City Metropolitan Area,USA,Mid-Senior level,Full-time,Information Technology and Engineering,Insurance and Investment Management,,,,,105000.0,Hybrid,True,False,False,False,True,False,False,False,False,False,False
Data Analyst,alice + olivia,New York City Metropolitan Area,USA,Associate,Full-time,"Advertising, Business Development, and Information Technology",Retail Apparel and Fashion,,,,,,Hybrid,True,False,False,False,True,False,False,False,False,False,False
Data Analyst,American Express,"Phoenix, AZ",USA,Not Applicable,Full-time,Information Technology,Financial Services,,,,,,Hybrid,True,False,False,False,True,False,False,False,False,False,False
Data Analyst,IKEA,"Conshohocken, PA",USA,Not Applicable,Full-time,Information Technology,Retail,,,,,89468.5,Hybrid,False,False,False,False,False,False,False,False,False,False,False
Data Analyst,March Networks,"North Carolina, United States",USA,Entry level,Full-time,Sales and Analyst,Security and Investigations,,,,,,Hybrid,False,False,False,True,False,False,False,False,False,False,False
Data Analyst,Octave,San Francisco Bay Area,USA,Mid-Senior level,Full-time,Information Technology,Biotechnology Research,,,,,,Hybrid,True,False,False,False,False,False,False,False,False,False,False
Data Analyst,Tradeweb,"New York, NY",USA,Not Specified,Not Specified,Not Specified,Not Specified,,,,,,Hybrid,False,False,False,False,False,False,False,False,False,False,False
Data Analyst,Carputty,Atlanta Metropolitan Area,USA,Not Specified,Full-time,Not Specified,Not Specified,,,,,,Hybrid,True,False,False,False,True,False,False,False,False,False,False
Data Analyst,CRG,Greensboro--Winston-Salem--High Point Area,USA,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting and Motor Vehicle Manufacturing,,,,,60.0,Hybrid,True,False,False,False,False,True,False,False,False,False,False
Data Analyst,EG Life Sciences,"Morgan Hill, CA",USA,Mid-Senior level,Contract,Information Technology and Analyst,Business Consulting and Services and Pharmaceutical Manufacturing,,,,,,Hybrid,False,False,False,True,False,False,False,False,False,False,False
Associate Data Analyst,Synergy Interactive,New York City Metropolitan Area,USA,Associate,Contract,"Advertising, Production, and Design",Staffing and Recruiting,,,,,50.0,Hybrid,True,False,False,False,False,False,False,False,False,False,False
Junior Data Analyst,Insight Global,Denver Metropolitan Area,USA,Entry level,Full-time,Information Technology and Analyst,Telecommunications,,,,,31.5,Hybrid,False,False,False,True,False,False,False,False,False,False,False
Data Analyst,Gridiron IT,"District of Columbia, United States",USA,Associate,Contract,Analyst,Staffing and Recruiting,,,,,125000.0,Hybrid,False,False,False,True,True,False,False,False,False,False,False
Data Analyst,Parkave Capital Group,"Miami, FL",USA,Not Specified,Full-time,Not Specified,Not Specified,,,,,,Hybrid,True,True,False,False,False,False,True,False,False,False,False
Data Analyst,Agility Partners,Cincinnati Metropolitan Area,USA,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting,,,,,,Hybrid,True,False,False,False,False,False,False,False,False,False,False
Junior Data Analyst,Insight Global,"Richfield, MN",USA,Entry level,Full-time,Analyst,IT Services and IT Consulting,,,,,23.0,Hybrid,False,False,False,False,False,False,False,False,False,False,False
Data Analyst,Spencer Ogden,"Pennsylvania, United States",USA,Mid-Senior level,Contract,Information Technology,Staffing and Recruiting,,,,,70.0,Hybrid,True,True,True,False,False,False,False,False,False,False,False
Data Analyst,Frostbite,"Austin, TX",USA,Not Applicable,Full-time,"Strategy/Planning, Analyst, and Information Technology","IT Services and IT Consulting, Software Development, and Computer Games",,,,,,Hybrid,False,True,True,False,False,False,False,False,False,False,False
Junior Data Analyst,Iris Software Inc.,"Texas, United States",USA,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting,,,,,,Hybrid,False,False,False,False,False,False,False,False,False,False,False
Data Analyst (SQL),Marwood Group,New York City Metropolitan Area,USA,Mid-Senior level,Full-time,"Consulting, General Business, and Strategy/Planning",Financial Services,,,,,85000.0,Hybrid,True,True,False,False,False,False,True,False,False,False,False
Data Analyst,Clutch,Greater Sacramento,USA,Mid-Senior level,Contract,Information Technology,Business Consulting and Services,,,,,55.0,Hybrid,False,False,False,False,True,True,False,True,False,False,False
Data Analyst,Alan Gray LLC,"Boston, MA",USA,Entry level,Full-time,Information Technology,Insurance,,,,,,Hybrid,True,False,False,True,False,False,False,False,False,False,False
Data Analyst,alice + olivia,New York City Metropolitan Area,USA,Associate,Full-time,"Advertising, Business Development, and Information Technology",Retail Apparel and Fashion,,,,,,Hybrid,True,False,False,False,True,False,False,False,False,False,False
Data Analyst,American Express,"Phoenix, AZ",USA,Not Applicable,Full-time,Information Technology,Financial Services,,,,,,Hybrid,True,False,False,False,True,False,False,False,False,False,False
Data Analyst,IKEA,"Conshohocken, PA",USA,Not Applicable,Full-time,Information Technology,Retail,,,,,89468.5,Hybrid,False,False,False,False,False,False,False,False,False,False,False
Data Analyst,March Networks,"North Carolina, United States",USA,Entry level,Full-time,Sales and Analyst,Security and Investigations,,,,,,Hybrid,False,False,False,True,False,False,False,False,False,False,False
Junior Data Analyst,Insight Global,"Richfield, MN",USA,Entry level,Full-time,Analyst,IT Services and IT Consulting,,,,,23.0,Hybrid,False,False,False,False,False,False,False,False,False,False,False
Data Analyst,CRG,Greensboro--Winston-Salem--High Point Area,USA,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting and Motor Vehicle Manufacturing,,,,,60.0,Hybrid,True,False,False,False,False,True,False,False,False,False,False
Data Analyst,Averity,New York City Metropolitan Area,USA,Associate,Full-time,"Information Technology, Analyst, and Education",IT Services and IT Consulting,,,,,82500.0,Hybrid,False,False,False,False,True,False,False,False,False,False,False
Data Analyst,Tradeweb,"New York, NY",USA,Associate,Full-time,Information Technology,Financial Services,,,,,,Hybrid,True,True,False,False,True,False,False,False,False,False,False
Data Analyst,EG Life Sciences,"Morgan Hill, CA",USA,Mid-Senior level,Contract,Information Technology and Analyst,Business Consulting and Services and Pharmaceutical Manufacturing,,,,,,Hybrid,False,False,False,True,False,False,False,False,False,False,False
Associate Data Analyst,Synergy Interactive,New York City Metropolitan Area,USA,Associate,Contract,"Advertising, Production, and Design",Staffing and Recruiting,,,,,50.0,Hybrid,True,False,False,False,False,False,False,False,False,False,False
Junior Data Analyst,Insight Global,Denver Metropolitan Area,USA,Entry level,Full-time,Information Technology and Analyst,Telecommunications,,,,,31.5,Hybrid,False,False,False,True,False,False,False,False,False,False,False
Junior Data Analyst,Infosys,"Hartford, CT",USA,Associate,Full-time,Information Technology,IT Services and IT Consulting,,,,,,Hybrid,True,False,False,True,False,False,True,False,False,False,False
Data Analyst,Gridiron IT,"District of Columbia, United States",USA,Associate,Contract,Analyst,Staffing and Recruiting,,,,,125000.0,Hybrid,False,False,False,True,True,False,False,False,False,False,False
Data Analyst,Parkave Capital Group,"Miami, FL",USA,Not Specified,Full-time,Not Specified,Not Specified,,,,,,Hybrid,True,True,False,False,False,False,True,False,False,False,False
Data Analyst,Agility Partners,Cincinnati Metropolitan Area,USA,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting,,,,,,Hybrid,True,False,False,False,False,False,False,False,False,False,False
Data Analyst,Spencer Ogden,"Pennsylvania, United States",USA,Mid-Senior level,Contract,Information Technology,Staffing and Recruiting,,,,,70.0,Hybrid,True,True,True,False,False,False,False,False,False,False,False
Data Analyst,Insight Global,"Burbank, CA",USA,Mid-Senior level,Full-time,Information Technology,Entertainment Providers and Hospitals and Health Care,,,,,140000.0,Hybrid,True,True,False,False,False,False,False,False,False,False,False
Data Analyst,Omron Automation,"Hoffman Estates, IL",USA,Associate,Full-time,"Analyst, Information Technology, and Marketing","Appliances, Electrical, and Electronics Manufacturing and Automation Machinery Manufacturing",,,,,,Hybrid,True,False,True,True,False,True,False,False,False,False,True
Data Analyst,Brooksource,"Morris Plains, NJ",USA,Entry level,Full-time,Information Technology and Engineering,IT Services and IT Consulting,,,,,29.0,Hybrid,True,False,False,False,True,False,False,False,False,False,False
Data Analyst,Russell Tobin,"Burbank, CA",USA,Associate,Contract,"Marketing, Public Relations, and Writing/Editing",Staffing and Recruiting,,,,,36.0,Hybrid,False,False,False,True,False,False,False,False,False,False,False
Data Analyst,FOODMatch,"New York, United States",USA,Not Specified,Full-time,Not Specified,Not Specified,,,,,,Hybrid,False,False,False,True,False,False,False,False,False,False,False
Data Analyst,Synergis,Atlanta Metropolitan Area,USA,Associate,Full-time,Information Technology,Retail,,,,,,Hybrid,True,False,False,False,False,False,False,False,False,False,False
Data Analyst,Planet Pharma,"Novato, CA",USA,Entry level,Contract,Information Technology and Analyst,"Medical Equipment Manufacturing, Biotechnology Research, and Pharmaceutical Manufacturing",,,,,35.0,Hybrid,False,False,False,False,False,False,False,False,False,False,False
Data Analyst,The Walt Disney Company,"New York, NY",USA,Mid-Senior level,Full-time,Information Technology,Animation and Post-production,,,,,,Hybrid,True,True,True,False,True,False,False,False,False,False,False
Data Analyst,The Walt Disney Company,"New York, NY",USA,Not Specified,Not Specified,Not Specified,Not Specified,,,,,,Hybrid,False,False,False,False,False,False,False,False,False,False,False
Data Analyst,Clutch,Greater Sacramento,USA,Mid-Senior level,Contract,Information Technology,Business Consulting and Services,,,,,55.0,Hybrid,False,False,False,False,True,True,False,True,False,False,False
Data Analyst,"The Randy Neuringer Co., LLC.",New York City Metropolitan Area,USA,Mid-Senior level,Full-time,Information Technology and Engineering,Insurance and Investment Management,,,,,105000.0,Hybrid,True,False,False,False,True,False,False,False,False,False,False
Data Analyst,alice + olivia,New York City Metropolitan Area,USA,Associate,Full-time,"Advertising, Business Development, and Information Technology",Retail Apparel and Fashion,,,,,,Hybrid,True,False,False,False,True,False,False,False,False,False,False
Data Analyst,American Express,"Phoenix, AZ",USA,Not Applicable,Full-time,Information Technology,Financial Services,,,,,,Hybrid,True,False,False,False,True,False,False,False,False,False,False
Data Analyst,IKEA,"Conshohocken, PA",USA,Not Applicable,Full-time,Information Technology,Retail,,,,,89468.5,Hybrid,False,False,False,False,False,False,False,False,False,False,False
Data Analyst,March Networks,"North Carolina, United States",USA,Entry level,Full-time,Sales and Analyst,Security and Investigations,,,,,,Hybrid,False,False,False,True,False,False,False,False,False,False,False
Junior Data Analyst,Insight Global,"Richfield, MN",USA,Entry level,Full-time,Analyst,IT Services and IT Consulting,,,,,23.0,Hybrid,False,False,False,False,False,False,False,False,False,False,False
Data Analyst,Carputty,Atlanta Metropolitan Area,USA,Not Specified,Full-time,Not Specified,Not Specified,,,,,,Hybrid,True,False,False,False,True,False,False,False,False,False,False
Data Analyst,CRG,Greensboro--Winston-Salem--High Point Area,USA,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting and Motor Vehicle Manufacturing,,,,,60.0,Hybrid,True,False,False,False,False,True,False,False,False,False,False
Data Analyst,Averity,New York City Metropolitan Area,USA,Associate,Full-time,"Information Technology, Analyst, and Education",IT Services and IT Consulting,,,,,82500.0,Hybrid,False,False,False,False,True,False,False,False,False,False,False
